        4636           2          20
Tue Mar 13 17:52:45 2007
nirspec_doar24es_glue.dat

Full Nirspec spectrum of doar24es, different settings combined.
Poor atmosphere is indicated with NaNs.
Wavelength scale corrected for earth motion in direction of science target..
..assuming V_helio of science target is 0.0 km/s. Add V_helio of science...
..target to transform to target rest frame.
 
april data much worse,  do not use
  4.7157092E+00  2.1183074E+00
  4.7158036E+00  2.1669049E+00
  4.7158976E+00  2.1534655E+00
  4.7159920E+00  2.1892364E+00
  4.7160864E+00  2.1760008E+00
  4.7161808E+00  2.1902778E+00
  4.7162752E+00  2.1667252E+00
  4.7163692E+00  2.1524518E+00
  4.7164636E+00  2.2159886E+00
  4.7165580E+00  2.2428248E+00
  4.7166524E+00  2.3023822E+00
  4.7167468E+00  2.3832157E+00
  4.7168412E+00  2.4046159E+00
  4.7169352E+00  2.5010569E+00
  4.7170296E+00  2.6158135E+00
  4.7171240E+00  2.6678402E+00
  4.7172184E+00  2.8127201E+00
  4.7173128E+00  2.9824681E+00
  4.7174072E+00  2.9229624E+00
  4.7175012E+00  2.7718019E+00
  4.7175956E+00  2.6371472E+00
  4.7176900E+00  2.6798363E+00
  4.7177844E+00  2.7393112E+00
  4.7178788E+00  2.7416379E+00
  4.7179732E+00  2.7177198E+00
  4.7180676E+00  2.6462791E+00
  4.7181621E+00  2.5602036E+00
  4.7182565E+00  2.4814043E+00
  4.7183504E+00  2.3826187E+00
  4.7184448E+00  2.2997959E+00
  4.7185392E+00  2.2430532E+00
  4.7186337E+00  2.2012992E+00
  4.7187281E+00  2.1507196E+00
  4.7188225E+00  2.1522877E+00
  4.7189169E+00  2.1822979E+00
  4.7190113E+00  2.1447608E+00
  4.7191057E+00  2.1305959E+00
  4.7192001E+00  2.1084445E+00
  4.7192945E+00  2.0969377E+00
  4.7193890E+00  2.1091075E+00
  4.7194829E+00  2.0995135E+00
  4.7195773E+00  2.0907059E+00
  4.7196717E+00  2.0762148E+00
  4.7197661E+00  2.0877810E+00
  4.7198606E+00  2.0981469E+00
  4.7199550E+00  2.1407764E+00
  4.7200494E+00  2.1144295E+00
  4.7201438E+00  2.1356001E+00
  4.7202382E+00  2.1515591E+00
  4.7203326E+00  2.1373720E+00
  4.7204270E+00  2.1737189E+00
  4.7205215E+00  2.1382551E+00
  4.7206159E+00  2.1095283E+00
  4.7207103E+00  2.0902810E+00
  4.7208047E+00  2.1034822E+00
  4.7208991E+00  2.1360180E+00
  4.7209935E+00  2.1373913E+00
  4.7210879E+00  2.1190951E+00
  4.7211823E+00  2.0837662E+00
  4.7212768E+00  2.0740032E+00
  4.7213712E+00  2.0764837E+00
  4.7214656E+00  2.0921652E+00
  4.7215600E+00  2.1425304E+00
  4.7216544E+00  2.1754262E+00
  4.7217488E+00  2.1376715E+00
  4.7218432E+00  2.0920787E+00
  4.7219377E+00  2.1387823E+00
  4.7220325E+00  2.1812978E+00
  4.7221270E+00  2.2112141E+00
  4.7222214E+00  2.1945946E+00
  4.7223158E+00  2.1686950E+00
  4.7224102E+00  2.2112045E+00
  4.7225046E+00  2.2064860E+00
  4.7225990E+00  2.2031574E+00
  4.7226934E+00  2.2118077E+00
  4.7227879E+00  2.2295854E+00
  4.7228823E+00  2.1347044E+00
  4.7229767E+00  2.1050918E+00
  4.7230711E+00  2.1720111E+00
  4.7231655E+00  2.1544468E+00
  4.7232604E+00  2.1090937E+00
  4.7233548E+00  2.1132374E+00
  4.7234492E+00  2.1595318E+00
  4.7235436E+00  2.1455722E+00
  4.7236381E+00  2.0925522E+00
  4.7237325E+00  2.1288962E+00
  4.7238269E+00  2.1682582E+00
  4.7239213E+00  2.1520698E+00
  4.7240162E+00  2.1423492E+00
  4.7241106E+00  2.1120877E+00
  4.7242050E+00  2.1534944E+00
  4.7242994E+00  2.1777594E+00
  4.7243938E+00  2.1678386E+00
  4.7244883E+00  2.0969341E+00
  4.7245827E+00  2.1100469E+00
  4.7246776E+00  2.1474540E+00
  4.7247720E+00  2.1281483E+00
  4.7248664E+00  2.1122942E+00
  4.7249608E+00  2.1240859E+00
  4.7250552E+00  2.1396315E+00
  4.7251496E+00  2.1413574E+00
  4.7252445E+00  2.1512301E+00
  4.7253389E+00  2.1872118E+00
  4.7254333E+00  2.2216289E+00
  4.7255278E+00  2.2373478E+00
  4.7256222E+00  2.3151278E+00
  4.7257171E+00  2.4170220E+00
  4.7258115E+00  2.4374104E+00
  4.7259059E+00  2.4627748E+00
  4.7260003E+00  2.6039479E+00
  4.7260952E+00  2.7230461E+00
  4.7261896E+00  2.9043918E+00
  4.7262840E+00  2.9965324E+00
  4.7263784E+00  3.0700259E+00
  4.7264729E+00  3.0143681E+00
  4.7265677E+00  2.8694408E+00
  4.7266622E+00  2.7350833E+00
  4.7267566E+00  2.7629099E+00
  4.7268510E+00  2.7151020E+00
  4.7269459E+00  2.6466126E+00
  4.7270403E+00  2.5600030E+00
  4.7271347E+00           -NaN
  4.7272296E+00           -NaN
  4.7273240E+00           -NaN
  4.7274184E+00  2.3155110E+00
  4.7275128E+00  2.2511437E+00
  4.7276077E+00  2.2015719E+00
  4.7277021E+00  2.2011991E+00
  4.7277966E+00  2.1772528E+00
  4.7278914E+00  2.1392257E+00
  4.7279859E+00  2.1784427E+00
  4.7280803E+00  2.1708965E+00
  4.7281747E+00  2.0501668E+00
  4.7282696E+00  2.0044723E+00
  4.7283640E+00           -NaN
  4.7284584E+00           -NaN
  4.7285533E+00           -NaN
  4.7286477E+00           -NaN
  4.7287421E+00           -NaN
  4.7288370E+00           -NaN
  4.7289314E+00           -NaN
  4.7290258E+00  2.1725819E+00
  4.7291207E+00  2.1883848E+00
  4.7292151E+00  2.1337652E+00
  4.7293096E+00  2.0660059E+00
  4.7294044E+00  2.0603173E+00
  4.7294989E+00  2.0825155E+00
  4.7295938E+00  2.1054175E+00
  4.7296882E+00  2.1871250E+00
  4.7297826E+00  2.2125835E+00
  4.7298775E+00           -NaN
  4.7299719E+00           -NaN
  4.7300663E+00  2.1322653E+00
  4.7301612E+00  2.1325588E+00
  4.7302556E+00  2.1727459E+00
  4.7303505E+00  2.1516399E+00
  4.7304449E+00  2.1695375E+00
  4.7305393E+00  2.1607761E+00
  4.7306342E+00  2.1079872E+00
  4.7307286E+00  2.0942929E+00
  4.7308235E+00  2.1253560E+00
  4.7309179E+00  2.1544034E+00
  4.7310128E+00  2.1441791E+00
  4.7311072E+00  2.1058357E+00
  4.7312016E+00  2.0821965E+00
  4.7312965E+00  2.0754535E+00
  4.7313910E+00  2.1250699E+00
  4.7314858E+00  2.1500347E+00
  4.7315803E+00  2.1613307E+00
  4.7316751E+00  2.1721931E+00
  4.7317696E+00  2.1792080E+00
  4.7318645E+00  2.1708217E+00
  4.7319589E+00  2.1628637E+00
  4.7320538E+00  2.2014735E+00
  4.7321482E+00  2.2245917E+00
  4.7322431E+00  2.2077880E+00
  4.7323375E+00  2.2068868E+00
  4.7324319E+00  2.1678209E+00
  4.7325268E+00  2.1581473E+00
  4.7326212E+00  2.1517577E+00
  4.7327161E+00  2.1716893E+00
  4.7328105E+00  2.1718950E+00
  4.7329054E+00  2.1709495E+00
  4.7329998E+00  2.1934707E+00
  4.7330947E+00  2.2073836E+00
  4.7331896E+00  2.1777036E+00
  4.7332840E+00  2.2016842E+00
  4.7333789E+00  2.1850042E+00
  4.7334733E+00  2.2079890E+00
  4.7335682E+00  2.1959786E+00
  4.7336626E+00  2.1640337E+00
  4.7337575E+00  2.1708055E+00
  4.7338519E+00  2.1955364E+00
  4.7339468E+00  2.1745148E+00
  4.7340412E+00  2.1521475E+00
  4.7341361E+00  2.1652248E+00
  4.7342310E+00  2.1512508E+00
  4.7343254E+00  2.1412795E+00
  4.7344203E+00  2.1243455E+00
  4.7345147E+00  2.1400349E+00
  4.7346096E+00  2.2029302E+00
  4.7347040E+00  2.2480567E+00
  4.7347989E+00  2.2990990E+00
  4.7348938E+00  2.3758214E+00
  4.7349882E+00  2.4502068E+00
  4.7350831E+00  2.5398026E+00
  4.7351775E+00  2.6291127E+00
  4.7352724E+00  2.7352898E+00
  4.7353673E+00  2.8837509E+00
  4.7354617E+00  3.0440385E+00
  4.7355566E+00  3.1131425E+00
  4.7356510E+00  3.1503370E+00
  4.7357459E+00  3.1377923E+00
  4.7358408E+00  3.0017059E+00
  4.7359352E+00  2.8183737E+00
  4.7360301E+00  2.6275475E+00
  4.7361250E+00  2.4443250E+00
  4.7362194E+00  2.3497248E+00
  4.7363143E+00           -NaN
  4.7364092E+00           -NaN
  4.7365036E+00  2.3073502E+00
  4.7365985E+00  2.3003526E+00
  4.7366934E+00  2.2799301E+00
  4.7367878E+00  2.2248032E+00
  4.7368827E+00  2.2164447E+00
  4.7369776E+00  2.1730666E+00
  4.7370720E+00  2.1473465E+00
  4.7371669E+00  2.1394660E+00
  4.7372618E+00  2.1108882E+00
  4.7373562E+00  2.1150568E+00
  4.7374511E+00  2.1476991E+00
  4.7375460E+00  2.1440840E+00
  4.7376404E+00  2.1474724E+00
  4.7377353E+00  2.1943953E+00
  4.7378302E+00  2.1862826E+00
  4.7379251E+00  2.1500096E+00
  4.7380195E+00  2.1589105E+00
  4.7381144E+00  2.1283472E+00
  4.7382092E+00  2.0259159E+00
  4.7383041E+00  2.0604980E+00
  4.7383986E+00  2.1756232E+00
  4.7384934E+00  2.1922219E+00
  4.7385883E+00  2.1738696E+00
  4.7386832E+00  2.1611702E+00
  4.7387776E+00  2.1473711E+00
  4.7388725E+00  2.1225252E+00
  4.7389674E+00  2.1305587E+00
  4.7390623E+00  2.1228168E+00
  4.7391567E+00  2.1033361E+00
  4.7392516E+00  2.0989337E+00
  4.7393465E+00  2.1351447E+00
  4.7394414E+00  2.1819382E+00
  4.7395358E+00  2.1696949E+00
  4.7396307E+00  2.1536250E+00
  4.7397256E+00  2.1046083E+00
  4.7398205E+00  2.0967543E+00
  4.7399154E+00  2.1050863E+00
  4.7400098E+00  2.1267698E+00
  4.7401047E+00  2.1537833E+00
  4.7401996E+00  2.1600237E+00
  4.7402945E+00  2.1524398E+00
  4.7403893E+00  2.1471710E+00
  4.7404842E+00  2.1611378E+00
  4.7405787E+00  2.2253304E+00
  4.7406735E+00  2.2123299E+00
  4.7407684E+00  2.2067020E+00
  4.7408633E+00  2.2215569E+00
  4.7409582E+00  2.1939685E+00
  4.7410531E+00  2.1913409E+00
  4.7411475E+00  2.1831787E+00
  4.7412424E+00  2.2014115E+00
  4.7413373E+00  2.1821756E+00
  4.7414322E+00  2.1758678E+00
  4.7415271E+00  2.1947806E+00
  4.7416220E+00  2.1906562E+00
  4.7417169E+00  2.2028549E+00
  4.7418118E+00  2.1925693E+00
  4.7419062E+00  2.2091637E+00
  4.7420011E+00  2.1949196E+00
  4.7420959E+00  2.1657555E+00
  4.7421908E+00  2.1775873E+00
  4.7422857E+00  2.1729887E+00
  4.7423806E+00  2.1616645E+00
  4.7424755E+00  2.1586623E+00
  4.7425704E+00  2.1191661E+00
  4.7426653E+00  2.0528491E+00
  4.7427602E+00  2.0909116E+00
  4.7428546E+00  2.1235943E+00
  4.7429495E+00  2.0963037E+00
  4.7430444E+00  2.1329360E+00
  4.7431393E+00  2.1856785E+00
  4.7432342E+00  2.1567199E+00
  4.7433290E+00  2.1228235E+00
  4.7434239E+00  2.1009622E+00
  4.7435188E+00  2.1194677E+00
  4.7436137E+00  2.1458664E+00
  4.7437086E+00  2.1477165E+00
  4.7438035E+00  2.2075830E+00
  4.7438984E+00  2.2293038E+00
  4.7439933E+00  2.2224014E+00
  4.7440882E+00  2.2743969E+00
  4.7441831E+00  2.3992372E+00
  4.7442780E+00  2.4720666E+00
  4.7443728E+00  2.5486047E+00
  4.7444677E+00  2.6750631E+00
  4.7445626E+00  2.8094623E+00
  4.7446575E+00  2.9507875E+00
  4.7447524E+00  3.0857589E+00
  4.7448473E+00  3.1426382E+00
  4.7449422E+00  3.1370091E+00
  4.7450371E+00  3.0415781E+00
  4.7451320E+00  2.9023383E+00
  4.7452269E+00  2.7983689E+00
  4.7453218E+00           -NaN
  4.7454166E+00           -NaN
  4.7455115E+00           -NaN
  4.7456064E+00           -NaN
  4.7457013E+00           -NaN
  4.7457962E+00           -NaN
  4.7458911E+00  2.3219185E+00
  4.7459860E+00  2.2802737E+00
  4.7460809E+00  2.1398213E+00
  4.7461758E+00  2.0672102E+00
  4.7462707E+00  2.0996439E+00
  4.7463660E+00  2.1445386E+00
  4.7464609E+00  2.1645465E+00
  4.7465558E+00  2.1462724E+00
  4.7466507E+00  2.1278791E+00
  4.7467456E+00  2.1254065E+00
  4.7468405E+00  2.1257813E+00
  4.7469354E+00  2.1138153E+00
  4.7470303E+00  2.1191084E+00
  4.7471251E+00  2.1422572E+00
  4.7472200E+00  2.1273901E+00
  4.7473149E+00  2.1466255E+00
  4.7474103E+00  2.1393859E+00
  4.7475052E+00  2.1154916E+00
  4.7476001E+00  2.0806861E+00
  4.7476950E+00  2.0334735E+00
  4.7477899E+00  1.9975784E+00
  4.7478848E+00  2.0239549E+00
  4.7479796E+00           -NaN
  4.7480750E+00           -NaN
  4.7481699E+00  2.1204176E+00
  4.7482648E+00  2.1677432E+00
  4.7483597E+00  2.1343582E+00
  4.7484546E+00  2.1500525E+00
  4.7485495E+00  2.1130030E+00
  4.7486444E+00  2.0837936E+00
  4.7487397E+00  2.0613215E+00
  4.7488346E+00  2.0878353E+00
  4.7489295E+00  2.1208563E+00
  4.7490244E+00  2.1106932E+00
  4.7491193E+00  2.1460271E+00
  4.7492146E+00  2.1672118E+00
  4.7493095E+00  2.1427984E+00
  4.7494044E+00  2.1577721E+00
  4.7494993E+00  2.1762218E+00
  4.7495942E+00  2.1814296E+00
  4.7496896E+00  2.1507614E+00
  4.7497845E+00  2.1102083E+00
  4.7498794E+00  2.1439626E+00
  4.7499743E+00  2.1779723E+00
  4.7500691E+00  2.2508423E+00
  4.7501645E+00  2.2067707E+00
  4.7502594E+00  2.1513379E+00
  4.7503543E+00  2.1938961E+00
  4.7504492E+00  2.1924617E+00
  4.7505445E+00  2.1762168E+00
  4.7506394E+00  2.1648858E+00
  4.7507343E+00  2.1768572E+00
  4.7508292E+00  2.1759384E+00
  4.7509246E+00  2.1705651E+00
  4.7510195E+00  2.1550379E+00
  4.7511144E+00  2.1273260E+00
  4.7512097E+00  2.1076293E+00
  4.7513046E+00  2.1018722E+00
  4.7513995E+00  2.0683661E+00
  4.7514944E+00  2.0925004E+00
  4.7515898E+00  2.0917907E+00
  4.7516847E+00  2.0946944E+00
  4.7517796E+00  2.0970995E+00
  4.7518749E+00  2.0851498E+00
  4.7519698E+00  2.0254560E+00
  4.7520647E+00  2.0233166E+00
  4.7521601E+00  2.0575411E+00
  4.7522550E+00  2.0316639E+00
  4.7523499E+00  2.0944452E+00
  4.7524447E+00  2.1248896E+00
  4.7525401E+00  2.0974348E+00
  4.7526350E+00  2.0892661E+00
  4.7527304E+00  2.0857503E+00
  4.7528253E+00  2.0753553E+00
  4.7529202E+00  2.0681782E+00
  4.7530155E+00  2.0765808E+00
  4.7531104E+00  2.1227655E+00
  4.7532053E+00  2.1600864E+00
  4.7533007E+00  2.1853185E+00
  4.7533956E+00  2.2450721E+00
  4.7534904E+00  2.2912087E+00
  4.7535858E+00  2.3413413E+00
  4.7536807E+00  2.4363773E+00
  4.7537761E+00  2.5451591E+00
  4.7538710E+00  2.6690621E+00
  4.7539659E+00  2.8573339E+00
  4.7540612E+00  2.9791305E+00
  4.7541561E+00  2.9377193E+00
  4.7542510E+00  2.8802116E+00
  4.7543464E+00  2.9158509E+00
  4.7544413E+00  2.9292572E+00
  4.7545366E+00  2.8572669E+00
  4.7546315E+00  2.6994016E+00
  4.7547269E+00  2.5402172E+00
  4.7548218E+00  2.3812103E+00
  4.7549167E+00           -NaN
  4.7550120E+00           -NaN
  4.7551069E+00  2.2612007E+00
  4.7552023E+00  2.2728353E+00
  4.7552972E+00  2.2643766E+00
  4.7553926E+00  2.2016716E+00
  4.7554874E+00  2.1320555E+00
  4.7555828E+00  2.0793357E+00
  4.7556777E+00  2.0632439E+00
  4.7557726E+00  2.0724795E+00
  4.7558680E+00  2.0753603E+00
  4.7559628E+00  2.1177039E+00
  4.7560582E+00  2.1029131E+00
  4.7561531E+00  2.0990930E+00
  4.7562485E+00  2.1131513E+00
  4.7563434E+00  2.1026909E+00
  4.7564387E+00  2.0823429E+00
  4.7565336E+00  2.0763295E+00
  4.7566290E+00  2.0832686E+00
  4.7567239E+00  2.0525465E+00
  4.7568192E+00  2.0370171E+00
  4.7569141E+00  2.0534499E+00
  4.7570095E+00  2.0608122E+00
  4.7571044E+00  2.0711238E+00
  4.7571998E+00  2.0904105E+00
  4.7572951E+00  2.0927398E+00
  4.7573900E+00  2.1134067E+00
  4.7574854E+00  2.1218033E+00
  4.7575803E+00  2.1130383E+00
  4.7576756E+00  2.1252854E+00
  4.7577705E+00  2.1554322E+00
  4.7578659E+00  2.1556039E+00
  4.7579608E+00  2.1875024E+00
  4.7580562E+00  2.2164307E+00
  4.7581511E+00  2.2318118E+00
  4.7582464E+00  2.2534373E+00
  4.7583418E+00  2.2536972E+00
  4.7584367E+00  2.2385802E+00
  4.7585320E+00  2.2137644E+00
  4.7586269E+00  2.1833155E+00
  4.7587223E+00  2.1478519E+00
  4.7588177E+00  2.1134486E+00
  4.7589126E+00  2.1058264E+00
  4.7590079E+00  2.1690376E+00
  4.7591028E+00  2.2207270E+00
  4.7591982E+00  2.1934159E+00
  4.7592936E+00  2.1321952E+00
  4.7593884E+00  2.1057429E+00
  4.7594838E+00  2.1448419E+00
  4.7595787E+00  2.1495049E+00
  4.7596741E+00  2.1170585E+00
  4.7597694E+00  2.0868974E+00
  4.7598643E+00  2.0693123E+00
  4.7599597E+00  2.0433795E+00
  4.7600551E+00  2.0010588E+00
  4.7601500E+00  1.9697037E+00
  4.7602453E+00  2.0181773E+00
  4.7603407E+00  2.0676024E+00
  4.7604356E+00  2.0361931E+00
  4.7605309E+00  2.0123398E+00
  4.7606263E+00  2.0192361E+00
  4.7607212E+00  2.0255456E+00
  4.7608166E+00  2.0336127E+00
  4.7609119E+00  2.0371642E+00
  4.7610068E+00  2.0648937E+00
  4.7611022E+00  2.0083704E+00
  4.7611976E+00  1.9802057E+00
  4.7612925E+00           -NaN
  4.7613878E+00           -NaN
  4.7614832E+00           -NaN
  4.7615786E+00  2.0443928E+00
  4.7616735E+00  2.0548372E+00
  4.7617688E+00  2.0369630E+00
  4.7618642E+00  2.0504687E+00
  4.7619591E+00  2.0850818E+00
  4.7620544E+00  2.1412182E+00
  4.7621498E+00  2.1312861E+00
  4.7622452E+00  2.0913110E+00
  4.7623401E+00  2.0374308E+00
  4.7624354E+00  1.9169760E+00
  4.7625308E+00  1.9587418E+00
  4.7626262E+00  2.1207702E+00
  4.7627211E+00  2.1886740E+00
  4.7628164E+00  2.1970780E+00
  4.7629118E+00  2.2797015E+00
  4.7630072E+00  2.3331637E+00
  4.7631021E+00  2.3731761E+00
  4.7631974E+00  2.4480393E+00
  4.7632928E+00  2.6024060E+00
  4.7633882E+00  2.7365832E+00
  4.7634835E+00  2.8513315E+00
  4.7635784E+00  3.0774212E+00
  4.7636738E+00  3.2516451E+00
  4.7637691E+00  3.3039603E+00
  4.7638645E+00  3.2067914E+00
  4.7639599E+00  2.9780207E+00
  4.7640548E+00  2.7314360E+00
  4.7641501E+00  2.6095459E+00
  4.7642455E+00  2.4699597E+00
  4.7643409E+00  2.3609991E+00
  4.7644362E+00           -NaN
  4.7645316E+00           -NaN
  4.7646265E+00           -NaN
  4.7647219E+00  2.3125582E+00
  4.7648172E+00  2.2678728E+00
  4.7649126E+00  2.2476594E+00
  4.7650080E+00  2.2017398E+00
  4.7651033E+00  2.1596415E+00
  4.7651987E+00  2.1373785E+00
  4.7652936E+00  2.1069975E+00
  4.7653890E+00  2.0383894E+00
  4.7654843E+00  2.0034380E+00
  4.7655797E+00  2.0721741E+00
  4.7656751E+00  2.1154826E+00
  4.7657704E+00  2.1002429E+00
  4.7658658E+00  2.1131101E+00
  4.7659612E+00  2.1078596E+00
  4.7660561E+00  2.0794048E+00
  4.7661514E+00  2.0636740E+00
  4.7662468E+00  2.0692086E+00
  4.7663422E+00  2.0762794E+00
  4.7664375E+00  2.0845163E+00
  4.7665329E+00  2.0798805E+00
  4.7666283E+00  2.0911465E+00
  4.7667236E+00  2.1045346E+00
  4.7668190E+00  2.1359649E+00
  4.7669144E+00  2.1511080E+00
  4.7670097E+00  2.1442530E+00
  4.7671051E+00  2.1711109E+00
  4.7672005E+00  2.2387362E+00
  4.7672958E+00  2.2630854E+00
  4.7673907E+00  2.2536705E+00
  4.7674861E+00  2.2204156E+00
  4.7675815E+00  2.1689281E+00
  4.7676768E+00  2.1484134E+00
  4.7677722E+00  2.1280987E+00
  4.7678676E+00  2.1511993E+00
  4.7679629E+00  2.1270051E+00
  4.7680583E+00  2.1073158E+00
  4.7681537E+00  2.0677180E+00
  4.7682490E+00  2.0508161E+00
  4.7683444E+00           -NaN
  4.7684398E+00           -NaN
  4.7685351E+00  2.1537743E+00
  4.7686305E+00  2.1731310E+00
  4.7687259E+00  2.0934675E+00
  4.7688212E+00  2.0504775E+00
  4.7689166E+00  2.0648031E+00
  4.7690120E+00  2.0993412E+00
  4.7691073E+00  2.1264606E+00
  4.7692027E+00  2.1273215E+00
  4.7692981E+00  2.0773163E+00
  4.7693934E+00  2.0372636E+00
  4.7694893E+00  2.0748990E+00
  4.7695847E+00  2.1063066E+00
  4.7696800E+00  2.1134353E+00
  4.7697754E+00  2.1151767E+00
  4.7698708E+00  2.0871255E+00
  4.7699661E+00  2.0521417E+00
  4.7700615E+00  2.0590715E+00
  4.7701569E+00  2.0645025E+00
  4.7702522E+00  2.0656371E+00
  4.7703476E+00  2.0968792E+00
  4.7704430E+00  2.0857236E+00
  4.7705383E+00  2.0656843E+00
  4.7706337E+00  2.0970221E+00
  4.7707291E+00  2.1333501E+00
  4.7708249E+00  2.0947340E+00
  4.7709203E+00  2.0441346E+00
  4.7710156E+00  2.0245481E+00
  4.7711110E+00  2.0746994E+00
  4.7712064E+00  2.1264119E+00
  4.7713017E+00  2.1082480E+00
  4.7713971E+00  2.0877295E+00
  4.7714925E+00  2.0727189E+00
  4.7715878E+00  2.0548782E+00
  4.7716837E+00  2.0769908E+00
  4.7717791E+00  2.1058068E+00
  4.7718744E+00  2.1349893E+00
  4.7719698E+00  2.1129899E+00
  4.7720652E+00  2.1369858E+00
  4.7721605E+00  2.1746423E+00
  4.7722559E+00  2.1756928E+00
  4.7723517E+00  2.1636214E+00
  4.7724471E+00  2.2497811E+00
  4.7725425E+00  2.3590865E+00
  4.7726378E+00  2.3964863E+00
  4.7727332E+00  2.4742825E+00
  4.7728291E+00  2.5537012E+00
  4.7729244E+00  2.6300504E+00
  4.7730198E+00  2.7287176E+00
  4.7731152E+00  2.9418170E+00
  4.7732105E+00  3.1252947E+00
  4.7733064E+00  3.2726548E+00
  4.7734017E+00  3.3337371E+00
  4.7734971E+00  3.2250061E+00
  4.7735925E+00  2.9888349E+00
  4.7736878E+00  2.7411187E+00
  4.7737837E+00  2.6291482E+00
  4.7738791E+00  2.5449903E+00
  4.7739744E+00           -NaN
  4.7740698E+00           -NaN
  4.7741656E+00  2.3805864E+00
  4.7742610E+00  2.3392062E+00
  4.7743564E+00  2.2929235E+00
  4.7744517E+00  2.2347190E+00
  4.7745476E+00  2.2191391E+00
  4.7746429E+00  2.1920941E+00
  4.7747383E+00  2.1305418E+00
  4.7748337E+00  2.0786784E+00
  4.7749295E+00  2.0686510E+00
  4.7750249E+00  2.0657382E+00
  4.7751203E+00  2.0608912E+00
  4.7752156E+00  2.1197705E+00
  4.7753115E+00  2.1352267E+00
  4.7754068E+00  2.1167850E+00
  4.7755022E+00  2.0967143E+00
  4.7755980E+00  2.0748355E+00
  4.7756934E+00  2.0801342E+00
  4.7757888E+00  2.0855868E+00
  4.7758842E+00  2.1262081E+00
  4.7759800E+00  2.1918578E+00
  4.7760754E+00  2.2249444E+00
  4.7761707E+00  2.1947563E+00
  4.7762666E+00  2.2466328E+00
  4.7763619E+00  2.2296841E+00
  4.7764573E+00  2.1625545E+00
  4.7765532E+00  2.1487832E+00
  4.7766485E+00  2.1837921E+00
  4.7767439E+00  2.0968108E+00
  4.7768397E+00  2.0346220E+00
  4.7769351E+00  2.0109684E+00
  4.7770309E+00           -NaN
  4.7771263E+00           -NaN
  4.7772217E+00           -NaN
  4.7773175E+00           -NaN
  4.7774129E+00           -NaN
  4.7775083E+00           -NaN
  4.7776041E+00  2.0623069E+00
  4.7776995E+00  2.0848598E+00
  4.7777953E+00  2.1202893E+00
  4.7778907E+00  2.1384397E+00
  4.7779860E+00  2.1432936E+00
  4.7780819E+00  2.1330097E+00
  4.7781773E+00  2.0898139E+00
  4.7782731E+00  2.0564008E+00
  4.7783685E+00  2.0520933E+00
  4.7784638E+00  2.1243207E+00
  4.7785597E+00  2.1303234E+00
  4.7786551E+00  2.0813043E+00
  4.7787509E+00  2.0762134E+00
  4.7788463E+00  2.0874116E+00
  4.7789421E+00  2.1400354E+00
  4.7790375E+00  2.0719328E+00
  4.7791328E+00  1.9026940E+00
  4.7792287E+00  1.9176514E+00
  4.7793241E+00  2.0730426E+00
  4.7794199E+00  2.1527059E+00
  4.7795153E+00  2.1305723E+00
  4.7796111E+00  2.1008205E+00
  4.7797065E+00  2.0920603E+00
  4.7798023E+00  2.0797632E+00
  4.7798977E+00  2.0480092E+00
  4.7799935E+00  2.0457857E+00
  4.7800889E+00  2.0775590E+00
  4.7801847E+00  2.0500021E+00
  4.7802801E+00  2.0673468E+00
  4.7803760E+00  2.1080315E+00
  4.7804713E+00  2.0683413E+00
  4.7805672E+00  2.0737958E+00
  4.7806625E+00  2.0855312E+00
  4.7807584E+00  2.1218822E+00
  4.7808537E+00  2.1191382E+00
  4.7809496E+00  2.1070323E+00
  4.7810450E+00  2.1002307E+00
  4.7811408E+00  2.0916319E+00
  4.7812362E+00  2.1207335E+00
  4.7813320E+00  2.1860111E+00
  4.7814274E+00  2.3071122E+00
  4.7815232E+00  2.3392115E+00
  4.7816186E+00           -NaN
  4.7817144E+00           -NaN
  4.7818103E+00           -NaN
  4.7819057E+00           -NaN
  4.7820015E+00           -NaN
  4.7820969E+00           -NaN
  4.7821927E+00           -NaN
  4.7822881E+00           -NaN
  4.7823839E+00           -NaN
  4.7824798E+00           -NaN
  4.7825751E+00           -NaN
  4.7826710E+00           -NaN
  4.7827663E+00           -NaN
  4.7828622E+00           -NaN
  4.7829580E+00           -NaN
  4.7830534E+00           -NaN
  4.7831492E+00           -NaN
  4.7832446E+00           -NaN
  4.7833405E+00           -NaN
  4.7834363E+00           -NaN
  4.7835317E+00           -NaN
  4.7836275E+00           -NaN
  4.7837234E+00           -NaN
  4.7838187E+00           -NaN
  4.7839146E+00           -NaN
  4.7840104E+00           -NaN
  4.7841058E+00           -NaN
  4.7842016E+00           -NaN
  4.7842975E+00           -NaN
  4.7843928E+00           -NaN
  4.7844887E+00           -NaN
  4.7845845E+00           -NaN
  4.7846799E+00           -NaN
  4.7847757E+00           -NaN
  4.7848716E+00           -NaN
  4.7849669E+00           -NaN
  4.7850628E+00           -NaN
  4.7851586E+00           -NaN
  4.7852540E+00           -NaN
  4.7853498E+00           -NaN
  4.7854457E+00           -NaN
  4.7855415E+00           -NaN
  4.7856369E+00           -NaN
  4.7857327E+00           -NaN
  4.7858286E+00           -NaN
  4.7859240E+00           -NaN
  4.7860198E+00           -NaN
  4.7861156E+00           -NaN
  4.7862115E+00           -NaN
  4.7863069E+00           -NaN
  4.7864027E+00           -NaN
  4.7864985E+00           -NaN
  4.7865944E+00           -NaN
